,Title,Vote Average,Genre
,The Sitter,5.4,Comedy|Crime
,Dance Flick,4.7,Drama|Mystery
,The Shawshank Redemption,8.5,Comedy|Sci-Fi
,Crocodile Dundee in Los Angeles,4.7,Comedy
,Kingpin,6.7,Adventure|Fantasy|Musical
,The Gambler,5.7,Comedy|Drama
,August: Osage County,6.9,Horror
,Ice Princess,5.9,Horror|Thriller
,A Lot Like Love,6.5,Horror|Thriller
,Eddie the Eagle,7.2,Horror
,He Got Game,6.7,Horror
,Don Juan DeMarco,6.2,Horror|Mystery|Thriller
,Dear John,6.6,Horror
,The Losers,6.2,Horror
,Don't Be Afraid of the Dark,5.4,Horror
,War,6,Horror
,Punch-Drunk Love,6.9,Horror
,EuroTrip,6.5,Horror
,Half Past Dead,4.6,Horror
,Unaccompanied Minors,5.4,Horror
,"Bright Lights, Big City",4.7,Horror
,The Adventures of Pinocchio,5,Horror
,The Greatest Game Ever Played,6.9,Horror
,The Box,5.4,Horror
,The Ruins,5.6,Horror
,The Next Best Thing,4.3,Horror
,My Soul to Take,5.2,Horror
,The Girl Next Door,6.3,Horror
,Maximum Risk,5.2,Horror|Thriller
,Stealing Harvard,4.4,Horror|Thriller
,Legend,6.7,Comedy|Horror|Thriller
,Hot Rod,6.3,Horror|Thriller
,Shark Night,4.9,Horror|Thriller
,Angela's Ashes,7,Horror|Thriller
,Draft Day,6.5,Horror|Mystery
,Lifeforce,6.2,Horror
,The Conspirator,6.2,Horror
,Lords of Dogtown,7,Action|Comedy|Crime|Drama
,The 33,6,Action|Comedy|Crime|Drama
,Big Trouble in Little China,7.1,Action|Comedy|Crime|Drama
,Fly Me to the Moon,5.6,Comedy|Horror
,Warrior,7.7,Comedy|Horror
,Michael Collins,6.7,Action|Adventure|Children|Comedy|Fantasy
,Gettysburg,6.6,Action|Comedy|Romance
,Stop-Loss,6.1,Comedy
,Abandon,4.6,Crime|Drama|Film-Noir
,Brokedown Palace,6.2,Drama|Mystery|Sci-Fi|Thriller
,The Possession,5.8,Drama|Sci-Fi
,Mrs. Winterbourne,5.3,Adventure|Comedy|Sci-Fi
,Straw Dogs,5.5,Adventure|Comedy|Sci-Fi|Western
,The Hoax,6.4,Action|Adventure|Drama
,Stone Cold,5.7,Children|Comedy|Fantasy
,The Road,6.8,Children|Comedy|Fantasy
,Sheena,5,Children|Comedy|Western
,Underclassman,5.5,Children|Fantasy|Musical
,Say It Isn't So,4.8,Animation|Children|Drama
,The World's Fastest Indian,7.3,Action|Adventure|Drama
,Tank Girl,5.5,Drama|Romance
,King's Ransom,5.1,Adventure|Sci-Fi
,Blindness,6.4,Drama
,BloodRayne,3.5,Crime|Drama|Mystery|Thriller
,Carnage,7,Drama|Mystery
,Where the Truth Lies,5.9,Drama|Romance
,Cirque du Soleil: Worlds Away,6.1,Horror|Thriller
,Without Limits,6.2,Comedy|Crime
,Me and Orson Welles,6.6,Action|Drama|War
,The Best Offer,7.7,Comedy|Romance
,The Bad Lieutenant: Port of Call - New Orleans,6,Drama
,A Turtle's Tale: Sammy's Adventures,5.6,Children|Comedy
,Little White Lies,7.1,Children|Comedy
,Love Ranch,6,Adventure|Animation|Children|Fantasy
,The True Story of Puss 'n Boots,3.8,Children|Sci-Fi
,Space Dogs,6.3,Children|Comedy
,The Counselor,5,Children|Comedy
,Ironclad,6.2,Adventure|Children|Comedy
,Waterloo,7,Children|Comedy|Sci-Fi
,Kung Fu Jungle,6.5,Adventure|Children
,Red Sky,4.1,Children|Comedy
,Dangerous Liaisons,7,Action|Adventure|Children|Comedy
,On the Road,5.5,Children|Comedy
,Star Trek IV: The Voyage Home,6.9,Adventure|Children|Fantasy
,Rocky Balboa,6.5,Comedy|Fantasy
,Scream 2,6.1,Adventure|Children|Drama|Romance
,Jane Got a Gun,5.4,Adventure|Children|Sci-Fi
,Think Like a Man Too,6.4,Adventure|Children|Fantasy|Musical
,The Whole Nine Yards,6.2,Action|Animation|Children|Crime
,Footloose,6.4,Comedy|Musical
,Old School,6.6,Adventure|Children|Comedy
,The Fisher King,7.2,Adventure|Children|Comedy
,I Still Know What You Did Last Summer,5.1,Children|Comedy|Fantasy|Horror
,Return to Me,6.1,Children|Comedy|Sci-Fi
,Zack and Miri Make a Porno,6.1,Adventure|Children|Comedy|Fantasy|Sci-Fi
,Nurse Betty,5.9,Action|Comedy|Western
,The Men Who Stare at Goats,5.9,Adventure|Children
,Double Take,5.5,Adventure|Children
,"Girl, Interrupted",7.6,Action|Crime|Drama|Mystery|Thriller
,Win a Date with Tad Hamilton!,5.5,Children|Comedy|Romance
,Muppets from Space,5.8,Comedy
,The Wiz,5.9,Documentary
,Ready to Rumble,4.7,Drama|Romance
,Play It to the Bone,5.7,Drama|Romance
,I Don't Know How She Does It,5,Documentary
,Piranha 3D,5.3,Comedy|Drama|Fantasy|Romance
,Beyond the Sea,6.5,Film-Noir
,Meet the Deedles,4.1,Drama|Romance|War
,The Thief and the Cobbler,6.8,Drama|Fantasy|Mystery
,The Bridge of San Luis Rey,5.4,Drama
,Faster,6.1,Drama|Romance|Western
,Howl's Moving Castle,8.2,Drama
,Zombieland,7.2,Comedy
,The Waterboy,5.9,Comedy
,The Empire Strikes Back,8.2,Crime|Drama|Romance
,Bad Boys,6.5,Drama|War
,The Naked Gun 2½: The Smell of Fear,6.6,Drama|Mystery|Thriller
,Final Destination,6.4,Adventure|Children
,The Ides of March,6.5,Animation|Children|Comedy|Musical
,Pitch Black,6.7,Adventure|Children|Drama
,Someone Like You...,6,Animation|Children|Comedy|Romance
,Her,7.9,Animation|Children|Comedy|Musical|Romance
,Joy Ride,6.3,Children|Comedy
,The Adventurer: The Curse of the Midas Box,5.1,Children|Comedy|Musical
,Anywhere But Here,5.9,Children|Musical
,The Crew,6.4,Adventure|Animation|Children
,Haywire,5.6,Drama|Fantasy
,Jaws: The Revenge,3.5,Animation|Children|Fantasy|Musical
,Marvin's Room,6.6,Adventure|Comedy|Musical
,The Longshots,6.5,Adventure|Animation|Children
,The End of the Affair,6.6,Adventure|Animation|Children|Crime|Drama
,Harley Davidson and the Marlboro Man,6.1,Children|Sci-Fi
,In the Valley of Elah,6.6,Adventure|Animation|Children|Fantasy|Musical|Romance
,Coco Before Chanel,6.6,Adventure|Children|Fantasy
,Forsaken,5.8,Action|Adventure|Sci-Fi
,Cheri,5.9,Children|Comedy
,Vanity Fair,5.5,Animation|Children|Musical
,Bodyguards and Assassins,6.5,Children|Drama|Fantasy|Mystery|Thriller
,1408,6.5,Children|Comedy
,Spaceballs,6.7,Adventure|Animation|Children|Musical
,The Water Diviner,6.8,Comedy|Fantasy|Romance
,Ghost,6.9,Adventure|Drama
,There's Something About Mary,6.5,Animation|Children|Comedy|Musical
,The Santa Clause,6.3,Adventure|Children|Fantasy|Western
,The Rookie,6.5,Drama
,The Game Plan,6,Action|Adventure|Sci-Fi
,The Bridges of Madison County,7.3,Drama|War
,The Animal,4.6,Horror|Thriller
,Gandhi,7.4,Comedy|Romance
,The Hundred-Foot Journey,7.3,Comedy
,The Net,5.6,Comedy|Crime|Thriller
,I Am Sam,7.2,Comedy
,Son of God,5.9,Crime|Drama
,Underworld,6.6,Horror|Thriller
,Derailed,6.1,Drama
,The Informant!,6,Action|Adventure|Fantasy
,Shadowlands,6.8,Adventure|Animation|Children|Fantasy
,Deuce Bigalow: European Gigolo,4.7,Drama|Sci-Fi
,Delivery Man,6.2,Thriller
,Our Kind of Traitor,6,Horror
,Saving Silverman,5.4,Drama|Horror
,Diary of a Wimpy Kid: Dog Days,6,Horror|Thriller
,Summer of Sam,6.3,Horror|Thriller
,Jay and Silent Bob Strike Back,6.4,Animation|Children|Comedy|Drama|Fantasy
,The Glass House,5.4,Children|Comedy|Fantasy
,"Hail, Caesar!",5.7,Comedy|Drama|Romance
,Josie and the Pussycats,5.3,Action|Crime|Mystery|Thriller
,Homefront,6.4,Drama|Romance
,The Little Vampire,6.1,Comedy
,I Heart Huckabees,6.2,Documentary
,RoboCop 3,4.2,Crime|Drama|Romance
,Megiddo: The Omega Code 2,3.6,Drama
,Darling Lili,4.9,Drama
,Dudley Do-Right,3.8,Adventure|Comedy
,The Transporter Refueled,5.2,Comedy|Fantasy|Sci-Fi
,The Libertine,5.9,Adventure|Children|Musical
,Black Book,7.2,Comedy|Sci-Fi
,Joyeux Noël,7.2,Animation|Children
,Hit & Run,5.5,Adventure|Animation|Children|Drama|Fantasy
,Mad Money,5.9,Adventure|Animation|Children|Drama
,Before I Go to Sleep,6.2,Adventure|Fantasy
,Sorcerer,7.4,Adventure|Animation|Children|Comedy
,Stone,5.2,Adventure|Animation|Children|Musical|Western
,Moliere,6.7,Adventure|Fantasy|Romance
,Out of the Furnace,6.5,Comedy|Romance
,Michael Clayton,6.5,Comedy|Drama|Romance
,My Fellow Americans,6.3,Drama|Romance
,Arlington Road,7,Adventure|Drama|Fantasy
,Underdogs,6,Comedy|Fantasy|Horror
,To Rome with Love,5.6,Comedy|Fantasy|Horror
,Firefox,5.5,Adventure|Comedy
,"South Park: Bigger, Longer & Uncut",7.1,Comedy
,Death at a Funeral,6.9,Children|Comedy
,Teenage Mutant Ninja Turtles III,5.1,Action|Adventure
,Hardball,6.3,Drama|Romance
,Silver Linings Playbook,6.9,Comedy|Drama
,Freedom Writers,7.5,Comedy|Drama|Romance
,For Colored Girls,7,Romance
,The Transporter,6.6,Crime|Horror
,Never Back Down,6.4,Crime|Horror|Thriller
,The Rage: Carrie 2,5.1,Drama|Horror|Thriller
,Away We Go,6.7,Adventure|Children|Fantasy
,Swing Vote,5.8,Adventure|Children|Fantasy
,Moonlight Mile,6.5,Comedy|Horror
,Tinker Tailor Soldier Spy,6.6,Action|Comedy|Drama|Horror
,Molly,5.5,Comedy|Drama
,The Beaver,6.3,Crime|Drama|Romance|Thriller
,The Best Little Whorehouse in Texas,5.9,Action|Horror|Thriller
,eXistenZ,6.7,Drama|Romance
,Raiders of the Lost Ark,7.7,Comedy
,Home Alone 2: Lost in New York,6.3,Action|Comedy
,Close Encounters of the Third Kind,7.2,Comedy|Drama|Romance
,Pulse,5,Comedy|Drama
,Beverly Hills Cop II,6.1,Adventure|Fantasy|Sci-Fi
,Bringing Down the House,5.4,Comedy|Fantasy
,The Silence of the Lambs,8.1,Drama|Romance
,Wayne's World,6.5,Crime|Drama|Thriller
,Jackass 3D,6.4,Comedy|Thriller
,Jaws 2,5.9,Thriller
,Beverly Hills Chihuahua,4.9,Thriller
,The Conjuring,7.4,Thriller
,Are We There Yet?,5.2,Drama|Mystery|Romance|Thriller
,Tammy,5,Drama|Film-Noir|Thriller
,School of Rock,6.7,Adventure|Drama|Mystery|Thriller
,Mortal Kombat,5.4,Comedy|Mystery
,White Chicks,6.3,Thriller
,The Descendants,6.7,Crime|Drama|Film-Noir|Thriller
,Holes,6.7,Mystery|Romance|Thriller
,The Last Song,6.9,Drama
,12 Years a Slave,7.9,Animation|Comedy|Fantasy|Sci-Fi
,Drumline,6.2,Drama
,Why Did I Get Married Too?,6.1,Comedy
,Edward Scissorhands,7.5,Thriller
,Me Before You,7.6,Action|Adventure|Fantasy
,Madea's Witness Protection,5.9,Action|Crime|Drama
,The French Connection,7.4,Comedy
,Bad Moms,6.3,Action
,Date Movie,3.6,Drama
,Return to Never Land,6.1,Documentary
,Selma,7.4,Crime|Drama
,The Jungle Book 2,5.6,Drama
,Boogeyman,4.6,Drama
,Premonition,5.8,Drama|War
,The Tigger Movie,6.3,Crime|Drama|Thriller
,Orphan,6.7,Mystery|Thriller
,Max,6.8,Comedy|Romance
,Epic Movie,3.2,Film-Noir|Mystery|Thriller
,Spotlight,7.8,Drama
,Lakeview Terrace,5.9,Drama|Mystery|Thriller
,The Grudge 2,5.2,Crime|Thriller
,How Stella Got Her Groove Back,6,Thriller
,Bill & Ted's Bogus Journey,5.9,Thriller
,Man of the Year,5.8,Drama|Thriller
,The Black Hole,6.1,Comedy|Musical
,The American,5.8,Thriller
,Selena,7,Comedy|Romance
,Vampires Suck,4.2,Drama
,Babel,6.9,Comedy|Musical
,This Is Where I Leave You,6.5,Drama
,Doubt,7,Mystery|Thriller
,Team America: World Police,6.6,Drama
,Texas Chainsaw 3D,5.3,Drama|Thriller
,Copycat,6.4,Comedy
,Scary Movie 5,4.6,Comedy
,Paint Your Wagon,6.2,Drama
,Milk,7.1,Drama
,Risen,5.7,Drama
,Ghost Ship,5.3,Crime|Drama|Thriller
,A Very Harold & Kumar Christmas,6,Drama
,Wild Things,6.3,Comedy
,The Stepfather,5.4,Drama
,The Debt,6.3,Horror|Mystery|Sci-Fi|Thriller
,High Fidelity,7,Drama
,One Missed Call,4.7,Drama
,Eye for an Eye,5.8,Drama|War
,The Bank Job,6.6,Drama
,Eternal Sunshine of the Spotless Mind,7.9,Drama
,You Again,6,Comedy|Drama
,Street Kings,6.3,Comedy|Drama
,The World's End,6.7,Drama
,Nancy Drew,5.8,Comedy
,Daybreakers,6,Drama
,She's Out of My League,5.9,Comedy|Drama|Romance
,Monte Carlo,6,Comedy|Romance
,Stay Alive,5.3,Comedy|Drama|Romance
,Quigley Down Under,6.5,Action|Comedy|Romance
,Alpha and Omega,5.3,Comedy
,The Covenant,5.2,Comedy|Drama|Romance
,Stick It,6.3,Comedy
,Shorts,5.1,Drama
,To Die For,6.7,Comedy
,Nerve,7.1,Comedy|Drama
,Appaloosa,6.3,Comedy|Fantasy
,Vampires,5.8,Drama
,Psycho,8.2,Comedy
,My Best Friend's Girl,5.4,Horror|Sci-Fi
,Endless Love,6.7,Comedy|Romance
,Georgia Rule,5.6,Action
,Under the Rainbow,4.9,Comedy|Romance
,Ladyhawke,6.8,Crime|Drama
,Simon Birch,6.5,Comedy
,Reign Over Me,7.1,Comedy|Drama|Romance
,Into the Wild,7.8,Drama|Fantasy|Thriller
,School for Scoundrels,5.6,Comedy|Crime
,Silent Hill: Revelation 3D,5,Adventure|Comedy
,From Dusk Till Dawn,6.9,Comedy|Romance
,Pooh's Heffalump Movie,6.4,Mystery|Thriller
,Home for the Holidays,6.3,Crime|Drama|Thriller
,Kung Fu Hustle,7.2,Drama|Romance
,The Country Bears,4.3,Documentary
,The Kite Runner,7.3,Drama
,21 Grams,7.2,Drama
,Paparazzi,5.8,Action|Comedy|Crime|Thriller
,A Guy Thing,5.3,Drama
,Loser,5,Action|Adventure|Sci-Fi
,Capitalism: A Love Story,7,Drama
,The Greatest Story Ever Told,6.5,Comedy|Drama
,Secret in Their Eyes,6.2,Action|Crime|Thriller
,Disaster Movie,3,Horror|Thriller
,Armored,5.5,Crime
,The Man Who Knew Too Little,6.5,Action|Crime|Drama
,What's Your Number?,6.2,Comedy|Drama
,Lockout,5.8,Drama
,Envy,4.8,Drama
,Crank: High Voltage,5.9,Drama
,Bullets Over Broadway,7,Comedy
,One Night with the King,6.1,Horror|Sci-Fi|Thriller
,The Quiet American,6.4,Action|Horror|Sci-Fi|Thriller
,The Weather Man,6,Comedy|Crime|Drama
,Undisputed,6.1,Comedy|Drama
,Ghost Town,6.4,Drama|Fantasy|Romance
,12 Rounds,5.7,Comedy|Romance
,Let Me In,6.7,Drama
,3 Ninjas Kick Back,4.5,Adventure|Animation|Children|Comedy|Fantasy
,Be Kind Rewind,6.2,Comedy
,Mrs Henderson Presents,6.4,Comedy
,Triple 9,5.6,Adventure|Drama|Fantasy|Romance
,Deconstructing Harry,7.3,Thriller
,Three to Tango,5.4,Comedy
,Burnt,6.3,Comedy
,We're No Angels,5.6,Comedy|Musical
,Everyone Says I Love You,6.5,Comedy
,Death Sentence,6.5,Drama|Musical
,Everybody's Fine,6.5,Drama
,Superbabies: Baby Geniuses 2,1.9,Drama
,The Man,5.4,Comedy
,Code Name: The Cleaner,4.7,Action|Crime
,Connie and Carla,6.4,Action|Crime
,Sweet Charity,6.5,Drama|Mystery
,Inherent Vice,6.5,Drama
,Doogal,3.2,Sci-Fi
,Battle of the Year,5.9,Drama
,An American Carol,4.1,Drama
,Machete Kills,5.3,Drama
,Willard,5.8,Comedy|Horror|Thriller
,Strange Wilderness,4.7,Drama|Fantasy|Mystery|Romance
,Topsy-Turvy,6.7,Comedy
,Little Boy,7,Comedy|Drama
,A Dangerous Method,6.2,Comedy|Drama
,A Scanner Darkly,6.8,Drama|Thriller
,Chasing Mavericks,7,Comedy|Drama|Fantasy
,Alone in the Dark,3.1,Action|Sci-Fi|War
,Bandslam,5.4,Documentary
,Birth,5.9,Comedy|Drama|Romance|War
,A Most Violent Year,6.5,Comedy
,Passchendaele,6.3,Drama|Thriller
,Flash of Genius,6.3,Fantasy|Horror|Thriller
,I'm Not There.,6.6,Horror|Western
,The Cold Light of Day,4.8,Crime|Drama
,The Brothers Bloom,6.8,Comedy|Documentary
,"Synecdoche, New York",7.4,Comedy|Drama|Romance
,Princess Mononoke,8.2,Crime|Drama
,Bon voyage,5.7,Drama
,Can't Stop the Music,4.9,Action|Thriller
,The Proposition,7.1,Comedy
,My All American,6.8,Drama
,Marci X,3.3,Drama
,Equilibrium,6.9,Horror|Mystery|Thriller
,The Children of Huang Shi,6.5,Comedy|Romance
,The Yards,6,Romance
,The Oogieloves in the Big Balloon Adventure,2.2,Drama
,By the Sea,5.4,Comedy|Drama
,Steamboy,6.4,Drama
,The Game of Their Lives,5.8,Action|Adventure|Drama|Thriller
,All Good Things,5.9,Drama
,Rapa Nui,6.2,Mystery|Sci-Fi|Thriller
,CJ7,6.1,Drama
,The Visitors II: The Corridors of Time,5.8,Drama
,Dylan Dog: Dead of Night,4.5,Comedy|Thriller
,People I Know,5.5,Comedy
,The Tempest,6,Drama
,Regression,5.3,Comedy|Drama
,Three Kingdoms: Resurrection of the Dragon,6.6,Action|Thriller
,Butterfly on a Wheel,6.3,Animation|Children|Comedy
,Zambezia,5.3,Adventure|Animation|Children|Comedy
,Ramanujan,5,Comedy
,Dwegons,0.5,Drama
,Hands of Stone,6.1,Drama|War
,Survivor,5.4,Comedy
,The Frozen Ground,6.1,Drama
,The Painted Veil,7.1,Comedy
,The Baader Meinhof Complex,7.1,Drama
,Dances with Wolves,7.6,Drama|Horror|Sci-Fi
,Bad Teacher,5.4,Action|Horror|Sci-Fi|Thriller
,Sea of Love,6.7,Action|Sci-Fi
,A Cinderella Story,6.1,Action|Adventure|Fantasy|Horror
,Scream,7,Adventure|Fantasy|Romance|Sci-Fi|Thriller
,Thir13en Ghosts,5.4,Adventure|Sci-Fi
,The Shining,8.1,Comedy|Drama|Romance
,Back to the Future,8,Action|Adventure|Drama
,House on Haunted Hill,5.5,Comedy|Crime|Mystery
,I Can Do Bad All By Myself,6,Comedy
,Fight Valley,3.9,Action|Adventure|Fantasy
,The Switch,5.9,Comedy|Drama
,Just Married,5.3,Comedy
,The Devil's Double,6.5,Action|Adventure|Thriller
,Thomas and the Magic Railroad,4.6,Horror|Sci-Fi
,The Crazies,6.2,Comedy|Crime
,Spirited Away,8.3,Comedy|Crime
,Firestorm,5.9,Comedy|Crime
,The Bounty,6.5,Comedy|Crime
,The Book Thief,7.4,Comedy|Crime
,Sex Drive,6,Comedy|Crime
,Leap Year,6.4,Adventure|Children|Drama
,The Fall of the Roman Empire,6,Comedy|Romance
,Take Me Home Tonight,6.2,Comedy|Drama
,Won't Back Down,5.8,Comedy|Crime
,The Nutcracker,5.6,Drama|Romance
,Kansas City,6.1,Crime|Horror|Thriller
,Indignation,6.8,Comedy
,The Amityville Horror,6,Crime|Drama|Thriller
,Adaptation.,7.3,Children|Comedy|Drama
,Land of the Dead,6,Action|Drama|Romance|Sci-Fi
,Out of Inferno,5.8,Animation|Musical
,Fear and Loathing in Las Vegas,7.2,Comedy|Drama
,The Invention of Lying,6,Comedy|Drama|Romance
,Neighbors,6.2,Drama
,The Mask,6.6,Comedy|Drama
,Big,6.9,Adventure|Children|Fantasy
,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,Children|Drama|Fantasy
,Legally Blonde,6.1,Western
,Star Trek III: The Search for Spock,6.4,Action|Adventure|Thriller
,The Exorcism of Emily Rose,6.3,Action|Adventure|Drama|Thriller
,Deuce Bigalow: Male Gigolo,5.5,Action|Adventure|Thriller|War
,Left Behind,3.7,Action|Adventure|Comedy|Romance
,The Family Stone,6.2,Action|Adventure|Comedy|Romance
,Barbershop 2:  Back in Business,5.6,Comedy|Sci-Fi
,Bad Santa,6.5,Comedy|Sci-Fi
,Austin Powers: International Man of Mystery,6.5,Action|Drama
,My Big Fat Greek Wedding 2,5.5,Action|Drama
,Diary of a Wimpy Kid: Rodrick Rules,6.3,Action|Drama
,Predator,7.3,Action|Drama
,Amadeus,7.8,Comedy|Crime|Mystery|Thriller
,Prom Night,4.8,Action|Adventure|Children|Fantasy|Mystery|Thriller
,Mean Girls,6.9,Drama|Romance
,Under the Tuscan Sun,6.4,Comedy
,Gosford Park,6.8,Comedy|Drama
,Peggy Sue Got Married,5.9,Comedy
,Birdman,7.4,Drama|Thriller
,Blue Jasmine,7,Drama
,United 93,6.9,Action|Adventure|Drama
,Honey,6,Action|Adventure|Children|Drama
,Spy Hard,4.9,Comedy
,The Fog,6.4,Comedy|Romance
,Soul Surfer,6.9,Crime
,Catch-22,6.7,Comedy|Drama|Romance
,Observe and Report,5.6,Action|Drama|War
,Conan the Destroyer,5.8,Horror|Sci-Fi
,Raging Bull,7.7,Action|Adventure|Drama|Fantasy|Thriller
,Love Happens,5.6,Adventure|Children|Drama
,Young Sherlock Holmes,6.7,Comedy|Drama
,Fame,5.5,Drama
,127 Hours,7,Drama
,Small Time Crooks,6.4,Drama
,Center Stage,6.8,Drama
,Love the Coopers,5.4,Comedy|Drama|War
,Catch That Kid,4.9,Drama
,Life as a House,7.2,Comedy|Drama|Thriller
,Steve Jobs,6.8,Drama
,"I Love You, Beth Cooper",5.1,Drama
,Youth in Revolt,5.9,Drama|Romance|Western
,The Legend of the Lone Ranger,3.7,Drama
,The Tailor of Panama,6.2,Drama|Romance
,Blow Out,7.3,Comedy|Drama
,Getaway,4.9,Drama
,The Ice Storm,6.9,Horror|Thriller
,And So It Goes,5.7,Comedy|Drama
,Troop Beverly Hills,5.6,Horror|Sci-Fi
,Being Julia,6.4,Adventure|Children|Comedy
,Nine 1/2 Weeks,5.8,Adventure|Comedy|Sci-Fi
,Dragonslayer,6.5,Horror
,The Last Station,6.7,Horror
,Ed Wood,7.3,Drama|Fantasy
,Labor Day,6.7,Horror|Mystery|Sci-Fi
,Mongol: The Rise of Genghis Khan,6.5,Drama|Horror|Sci-Fi|Thriller
,RockNRolla,6.9,Horror|Sci-Fi
,Megaforce,3.5,Action|Comedy
,Hamlet,7.3,Comedy|Crime
,Mao's Last Dancer,6.8,Horror
,Midnight Special,6.2,Horror
,Anything Else,6.2,Comedy|Horror|Thriller
,The Railway Man,6.7,Horror
,The White Ribbon,7.2,Comedy
,Restoration,5.3,Horror
,The Wraith,5.9,Horror
,Salton Sea,7,Drama
,Metallica: Through the Never,6.7,Crime|Drama|Mystery|Thriller
,The Informers,4.4,Action|Comedy|Romance|Thriller
,Carlos,6.7,Comedy|Drama
,I Come with the Rain,5.6,Adventure|Comedy
,One Man's Hero,9.3,Action|Adventure|Comedy
,Day of the Dead,6.9,Comedy
,I Am Wrath,4.5,Comedy
,Renaissance,6.7,Drama
,Red Sonja,5,Action|Mystery|Thriller
,Red Lights,6,Action|War
,Superbad,7,Adventure
,Madea Goes to Jail,6.4,Comedy|Western
,Wolves,5.7,Drama|Thriller
,Step Up 2: The Streets,6.5,Drama
,Hoodwinked!,5.9,Drama|Romance
,Hotel Rwanda,7.5,Comedy|Romance
,Hitman,5.9,Adventure|Comedy|Thriller
,Black Nativity,5.8,Comedy|Crime|Drama
,The Prince,4.6,Comedy|Romance
,City of Ghosts,5.4,Comedy|Drama
,The Others,7.4,Action|Comedy
,Aliens,7.7,Drama|Horror|Thriller
,My Fair Lady,7.4,Drama
,I Know What You Did Last Summer,5.6,Action|Thriller
,Let's Be Cops,6.4,Comedy|Romance
,Sideways,6.9,Comedy|Romance
,Beerfest,5.8,Drama
,Halloween,7.4,Documentary
,Good Boy!,4.7,Animation|Sci-Fi
,The Best Man Holiday,6.7,Comedy|Romance
,Smokin' Aces,6.4,Romance
,Saw: The Final Chapter,5.8,Comedy|Sci-Fi
,40 Days and 40 Nights,5.2,Comedy
,A Night at the Roxbury,5.9,Comedy
,Beastly,6,Drama
,The Hills Have Eyes,6.1,Comedy|Crime
,Dickie Roberts: Former Child Star,5.1,Drama
,"McFarland, USA",7.4,Comedy|Drama
,Lottery Ticket,5.6,Drama|Mystery|Thriller
,ATL,6,Comedy|Drama|Romance
,Pitch Perfect,7.3,Comedy|Sci-Fi
,Summer Catch,4.8,Comedy
,A Simple Plan,6.9,Comedy
,They,4.6,Comedy|Romance
,Larry the Cable Guy: Health Inspector,3.3,Crime|Film-Noir
,The Adventures of Elmo in Grouchland,6.3,Drama
,Brooklyn's Finest,6.2,Horror
,55 Days at Peking,6.3,Comedy|Horror
,Evil Dead,6.4,Horror
,My Life in Ruins,5.6,Horror
,American Dreamz,4.9,Horror
,Superman IV: The Quest for Peace,4.1,Comedy
,How She Move,3,Drama|Horror|Thriller
,Running Scared,7,Drama
,Bobby Jones: Stroke of Genius,5.5,Action|Drama|Thriller
,Shanghai Surprise,2.9,Drama
,The Illusionist,7.1,Drama|Thriller
,Roar,5.6,Action|Adventure|Drama|Thriller
,Veronica Guerin,6.8,Action|Horror|Sci-Fi
,Escobar: Paradise Lost,6.1,Sci-Fi
,Southland Tales,5.2,Action|Sci-Fi|Thriller|Western
,Dragon Hunters,6.5,Action|Adventure|Sci-Fi
,Damnation Alley,5,Action|Drama|Sci-Fi
,The Apparition,4.5,Action|Sci-Fi
,My Girl,7,Action|Sci-Fi
,Fur: An Imaginary Portrait of Diane Arbus,5.8,Action|Sci-Fi
,Wall Street,7,Action|Sci-Fi
,Sense and Sensibility,7.2,Action
,Becoming Jane,6.9,Action|Drama|Thriller
,Sydney White,6,Drama
,House of Sand and Fog,7,Adventure
,Dead Poets Society,8.1,Documentary
,Dumb and Dumber,6.5,Comedy
,When Harry Met Sally...,7.3,Action|Crime|Drama|Thriller
,The Verdict,7.4,Drama
,Road Trip,5.9,Comedy|Crime|Thriller
,Varsity Blues,6,Comedy
,The Artist,7.3,Drama|Romance
,The Unborn,4.8,Comedy
,Moonrise Kingdom,7.6,Drama
,The Texas Chainsaw Massacre: The Beginning,5.9,Drama
,The Young Messiah,6.4,Horror
,The Master of Disguise,3.7,Action|Sci-Fi
,Pan's Labyrinth,7.6,Horror|Thriller
,See Spot Run,4.8,Drama|Horror|Thriller
,Baby Boy,7.4,Comedy
,The Roommate,5.3,Horror|Sci-Fi|Thriller
,Joe Dirt,5.5,Horror|Sci-Fi|Thriller
,Double Impact,5.3,Comedy
,Hot Fuzz,7.4,Comedy|Drama|Romance
,The Women,4.6,Drama|Thriller
,Vicky Cristina Barcelona,6.7,Comedy|Romance
,Arn: The Knight Templar,6.4,Animation|Children
,Boys and Girls,5.4,Horror|Thriller
,White Oleander,7.2,Crime|Thriller
,Jennifer's Body,5.3,Drama
,Drowning Mona,5.4,Drama
,Radio Days,7,Drama
,Remember Me,6.9,Drama|Musical|Romance
,How to Deal,5.7,Animation|Children
,My Stepmother is an Alien,5.3,Comedy
,Philadelphia,7.6,Action|Crime
,The Thirteenth Floor,6.8,Comedy|Drama|Romance
,The Cookout,4.6,Drama|Romance
,Meteor,5.1,Action|Sci-Fi|Thriller
,Duets,5.5,Comedy|Romance
,Hollywood Ending,6.4,Drama|Musical
,Detroit Rock City,6.7,Comedy
,Highlander,6.8,Drama
,Things We Lost in the Fire,6.7,Drama
,Steel,4.3,Comedy|Drama
,The Immigrant,6.2,Sci-Fi
,The White Countess,6.9,Crime|Mystery|Thriller
